================================================================================
PROFILING RESULTS - SORTED BY CUMULATIVE TIME
================================================================================

         19679018 function calls (17996283 primitive calls) in 784.808 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:82(remove)
        1    0.000    0.000    0.001    0.001 /home/daniel/projects/spinlock/src/spinlock/execution/memory.py:52(get_memory_stats)
        1    0.000    0.000    0.000    0.000 /home/daniel/projects/spinlock/src/spinlock/features/sdf/config.py:141(SDFTemporalConfig)
        5    0.000    0.000    0.000    0.000 /home/daniel/.cache/pypoetry/virtualenvs/spinlock-JcmOkOp3-py3.13/lib/python3.13/site-packages/tqdm/std.py:153(__init__)
       41    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:632(cached)
       26    0.000    0.000    0.000    0.000 /home/daniel/.cache/pypoetry/virtualenvs/spinlock-JcmOkOp3-py3.13/lib/python3.13/site-packages/pydantic/_internal/_generics.py:227(get_model_typevars_map)
        1    0.000    0.000    0.000    0.000 /home/daniel/projects/spinlock/src/spinlock/features/registry.py:66(FeatureRegistry)
        3    0.000    0.000    0.000    0.000 /home/daniel/.cache/pypoetry/virtualenvs/spinlock-JcmOkOp3-py3.13/lib/python3.13/site-packages/numpy/core/_methods.py:67(_count_reduce_items)
       88    0.000    0.000    0.000    0.000 /home/daniel/.cache/pypoetry/virtualenvs/spinlock-JcmOkOp3-py3.13/lib/python3.13/site-packages/numpy/core/fromnumeric.py:1328(_searchsorted_dispatcher)
       10    0.000    0.000    0.000    0.000 /home/daniel/.cache/pypoetry/virtualenvs/spinlock-JcmOkOp3-py3.13/lib/python3.13/site-packages/pydantic/_internal/_typing_extra.py:178(is_namedtuple)
       26    0.000    0.000    0.000    0.000 /home/daniel/.cache/pypoetry/virtualenvs/spinlock-JcmOkOp3-py3.13/lib/python3.13/site-packages/pydantic/_internal/_generate_schema.py:2545(apply_model_validators)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.13/typing.py:2138(_proto_hook)
       26    0.000    0.000    0.000    0.000 /usr/lib/python3.13/typing.py:351(_deduplicate)
        1    0.000    0.000    0.022    0.022 /home/daniel/projects/spinlock/src/spinlock/features/sdf/config.py:1(<module>)
       15    0.000    0.000    0.000    0.000 /home/daniel/.cache/pypoetry/virtualenvs/spinlock-JcmOkOp3-py3.13/lib/python3.13/site-packages/pydantic_core/core_schema.py:628(int_schema)
        1    0.000    0.000    0.000    0.000 /home/daniel/projects/spinlock/src/spinlock/features/sdf/config.py:261(SDFMorphologicalConfig)
       13    0.000    0.000    0.000    0.000 /home/daniel/.cache/pypoetry/virtualenvs/spinlock-JcmOkOp3-py3.13/lib/python3.13/site-packages/pydantic/_internal/_namespace_utils.py:223(__init__)
       42    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
       38    0.000    0.000    0.000    0.000 /home/daniel/.cache/pypoetry/virtualenvs/spinlock-JcmOkOp3-py3.13/lib/python3.13/site-packages/pydantic/_internal/_generate_schema.py:2307(_apply_single_annotation_json_schema)
        5    0.000    0.000    0.000    0.000 /home/daniel/.cache/pypoetry/virtualenvs/spinlock-JcmOkOp3-py3.13/lib/python3.13/site-packages/pydantic/_internal/_generate_schema.py:1150(_match_generic_type)
        1    0.000    0.000    0.000    0.000 /home/daniel/projects/spinlock/src/spinlock/features/sdf/invariant_drift.py:27(InvariantDriftExtractor)
        4    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.13/inspect.py:2823(replace)
       20    0.000    0.000    0.000    0.000 /home/daniel/.cache/pypoetry/virtualenvs/spinlock-JcmOkOp3-py3.13/lib/python3.13/site-packages/pydantic/_internal/_decorators.py:704(ensure_classmethod_based_on_signature)
       42    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
       45    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/_parser.py:175(append)
       21    0.000    0.000    0.000    0.000 /home/daniel/.cache/pypoetry/virtualenvs/spinlock-JcmOkOp3-py3.13/lib/python3.13/site-packages/_distutils_hack/__init__.py:101(find_spec)
        2    0.000    0.000    0.000    0.000 /home/daniel/projects/spinlock/src/spinlock/rollout/policies.py:209(create_update_policy)
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1500(_path_importer_cache)
        7    0.000    0.000    0.000    0.000 /home/daniel/.cache/pypoetry/virtualenvs/spinlock-JcmOkOp3-py3.13/lib/python3.13/site-packages/h5py/_hl/selections.py:227(__init__)
       38    0.000    0.000    0.000    0.000 /home/daniel/.cache/pypoetry/virtualenvs/spinlock-JcmOkOp3-py3.13/lib/python3.13/site-packages/typing_inspection/typing_objects.py:532(is_deprecated)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
        7    0.000    0.000    0.000    0.000 /home/daniel/.cache/pypoetry/virtualenvs/spinlock-JcmOkOp3-py3.13/lib/python3.13/site-packages/h5py/_hl/selections.py:133(nselect)
       48    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/_parser.py:260(get)
        5    0.000    0.000    0.000    0.000 /home/daniel/.cache/pypoetry/virtualenvs/spinlock-JcmOkOp3-py3.13/lib/python3.13/site-packages/tqdm/utils.py:378(disp_len)
        1    0.000    0.000    0.000    0.000 /home/daniel/.cache/pypoetry/virtualenvs/spinlock-JcmOkOp3-py3.13/lib/python3.13/site-packages/scipy/stats/_qmc.py:201(discrepancy)
        1    0.000    0.000    0.000    0.000 /home/daniel/.cache/pypoetry/virtualenvs/spinlock-JcmOkOp3-py3.13/lib/python3.13/site-packages/tqdm/utils.py:333(_screen_shape_linux)
        1    0.000    0.000    0.000    0.000 /home/daniel/projects/spinlock/src/spinlock/rollout/policies.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/daniel/projects/spinlock/src/spinlock/features/sdf/config.py:106(SDFDistributionalConfig)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/json/__init__.py:183(dumps)
        1    0.000    0.000    0.000    0.000 /home/daniel/projects/spinlock/src/spinlock/features/sdf/config.py:29(SDFSpatialConfig)
       25    0.000    0.000    0.000    0.000 /home/daniel/.cache/pypoetry/virtualenvs/spinlock-JcmOkOp3-py3.13/lib/python3.13/site-packages/pydantic/_internal/_generate_schema.py:2649(resolve_original_schema)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/threading.py:398(notify)
       58    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7f8e53ea62a0}
        1    0.000    0.000    0.000    0.000 /home/daniel/projects/spinlock/src/spinlock/features/sdf/config.py:228(SDFPhysicsConfig)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/tokenize.py:388(find_cookie)
       88    0.000    0.000    0.000    0.000 /home/daniel/.cache/pypoetry/virtualenvs/spinlock-JcmOkOp3-py3.13/lib/python3.13/site-packages/numpy/core/fromnumeric.py:2508(_cumsum_dispatcher)
       26    0.000    0.000    0.000    0.000 /home/daniel/.cache/pypoetry/virtualenvs/spinlock-JcmOkOp3-py3.13/lib/python3.13/site-packages/pydantic/_internal/_decorators.py:309(mro)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.13/typing.py:2226(__init__)
       12    0.000    0.000    0.001    0.000 /home/daniel/.cache/pypoetry/virtualenvs/spinlock-JcmOkOp3-py3.13/lib/python3.13/site-packages/pydantic/_internal/_utils.py:323(value)
        5    0.000    0.000    0.000    0.000 /home/daniel/.cache/pypoetry/virtualenvs/spinlock-JcmOkOp3-py3.13/lib/python3.13/site-packages/tqdm/std.py:451(fp_write)
       23    0.000    0.000    0.000    0.000 /home/daniel/.cache/pypoetry/virtualenvs/spinlock-JcmOkOp3-py3.13/lib/python3.13/site-packages/pydantic/_internal/_utils.py:74(can_be_positional)
        1    0.000    0.000    0.000    0.000 {built-in method posix.mkdir}
       25    0.000    0.000    0.000    0.000 /usr/lib/python3.13/typing.py:1639(<genexpr>)
        3    0.000    0.000    0.001    0.000 /usr/lib/python3.13/dataclasses.py:1294(wrap)
       20    0.000    0.000    0.000    0.000 /home/daniel/.cache/pypoetry/virtualenvs/spinlock-JcmOkOp3-py3.13/lib/python3.13/site-packages/pydantic/_internal/_decorators.py:183(__post_init__)
        1    0.000    0.000    0.000    0.000 /home/daniel/projects/spinlock/src/spinlock/features/sdf/extractors.py:35(SDFExtractor)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1128(find_spec)
        5    0.000    0.000    0.000    0.000 /home/daniel/.cache/pypoetry/virtualenvs/spinlock-JcmOkOp3-py3.13/lib/python3.13/site-packages/tqdm/utils.py:374(_text_width)
        1    0.000    0.000    0.000    0.000 {built-in method fcntl.ioctl}
       46    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 /home/daniel/projects/spinlock/src/spinlock/features/sdf/causality.py:30(CausalityFeatureExtractor)
        1    0.000    0.000    0.000    0.000 /home/daniel/projects/spinlock/src/spinlock/rollout/metrics.py:51(MetricsComputer)
       66    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
       20    0.000    0.000    0.000    0.000 /home/daniel/.cache/pypoetry/virtualenvs/spinlock-JcmOkOp3-py3.13/lib/python3.13/site-packages/pydantic/_internal/_decorators.py:199(__get__)
        1    0.000    0.000    0.000    0.000 /home/daniel/projects/spinlock/src/spinlock/features/sdf/spectral.py:24(SpectralFeatureExtractor)
       26    0.000    0.000    0.000    0.000 /home/daniel/.cache/pypoetry/virtualenvs/spinlock-JcmOkOp3-py3.13/lib/python3.13/site-packages/pydantic/_internal/_config.py:252(push)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.13/multiprocessing/context.py:70(RLock)
        2    0.000    0.000    0.000    0.000 /home/daniel/.cache/pypoetry/virtualenvs/spinlock-JcmOkOp3-py3.13/lib/python3.13/site-packages/numpy/core/_methods.py:90(_clip)
      8/1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/dataclasses.py:1362(_asdict_inner)
       26    0.000    0.000    0.000    0.000 /home/daniel/.cache/pypoetry/virtualenvs/spinlock-JcmOkOp3-py3.13/lib/python3.13/site-packages/pydantic/_internal/_config.py:92(__init__)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.13/pathlib/_local.py:227(__str__)
       72    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1233(path_stats)
       95    0.000    0.000    0.000    0.000 /usr/lib/python3.13/inspect.py:3102(parameters)
       46    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
     18/3    0.000    0.000    0.000    0.000 /usr/lib/python3.13/typing.py:2078(__subclasscheck__)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:420(__exit__)
        5    0.000    0.000    0.000    0.000 /home/daniel/.cache/pypoetry/virtualenvs/spinlock-JcmOkOp3-py3.13/lib/python3.13/site-packages/pydantic/_internal/_generate_schema.py:976(_get_args_resolving_forward_refs)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/pathlib/_local.py:257(_parse_path)
        3    0.000    0.000    0.000    0.000 /home/daniel/.cache/pypoetry/virtualenvs/spinlock-JcmOkOp3-py3.13/lib/python3.13/site-packages/h5py/_hl/filters.py:309(get_filter_name)
       15    0.000    0.000    0.000    0.000 /usr/lib/python3.13/dataclasses.py:531(_field_init)
      3/2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/_compiler.py:439(_get_literal_prefix)
        2    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1716(path_hook_for_FileFinder)
        1    0.000    0.000    0.000    0.000 /home/daniel/projects/spinlock/src/spinlock/features/sdf/temporal.py:23(TemporalFeatureExtractor)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1487(_path_hooks)
        1    0.000    0.000    0.000    0.000 /home/daniel/projects/spinlock/src/spinlock/rollout/trajectory.py:1(<module>)
    30/18    0.000    0.000    0.000    0.000 /usr/lib/python3.13/typing.py:489(<genexpr>)
        1    0.000    0.000    0.025    0.025 /home/daniel/projects/spinlock/src/spinlock/features/sdf/__init__.py:1(<module>)
      2/1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/threading.py:955(start)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.13/typing.py:1023(__init__)
       21    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.13/dataclasses.py:407(_fields_in_init_order)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.13/typing.py:395(_flatten_literal_params)
       13    0.000    0.000    0.000    0.000 /home/daniel/projects/spinlock/src/spinlock/rollout/engine.py:76(__init__)
       13    0.000    0.000    0.001    0.000 /home/daniel/.cache/pypoetry/virtualenvs/spinlock-JcmOkOp3-py3.13/lib/python3.13/site-packages/pydantic/_internal/_generate_schema.py:688(clean_schema)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/multiprocessing/synchronize.py:46(SemLock)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:982(find_spec)
       41    0.000    0.000    0.000    0.000 /home/daniel/projects/spinlock/src/spinlock/dataset/pipeline.py:576(<genexpr>)
       21    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
       12    0.000    0.000    0.000    0.000 /home/daniel/.cache/pypoetry/virtualenvs/spinlock-JcmOkOp3-py3.13/lib/python3.13/site-packages/tqdm/utils.py:194(inner)
       36    0.000    0.000    0.000    0.000 /usr/lib/python3.13/inspect.py:306(ismethod)
       43    0.000    0.000    0.000    0.000 /home/daniel/.cache/pypoetry/virtualenvs/spinlock-JcmOkOp3-py3.13/lib/python3.13/site-packages/pydantic/functional_validators.py:495(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/threading.py:1024(_set_native_id)
        5    0.000    0.000    0.000    0.000 <frozen codecs>:322(decode)
       14    0.000    0.000    0.000    0.000 /home/daniel/.cache/pypoetry/virtualenvs/spinlock-JcmOkOp3-py3.13/lib/python3.13/site-packages/h5py/_hl/filters.py:170(rq_tuple)
       41    0.000    0.000    0.000    0.000 /usr/lib/python3.13/inspect.py:302(isclass)
       13    0.000    0.000    0.000    0.000 /home/daniel/.cache/pypoetry/virtualenvs/spinlock-JcmOkOp3-py3.13/lib/python3.13/site-packages/pydantic/_internal/_namespace_utils.py:48(get_module_ns_of)
        1    0.000    0.000    0.001    0.001 /home/daniel/.cache/pypoetry/virtualenvs/spinlock-JcmOkOp3-py3.13/lib/python3.13/site-packages/tqdm/std.py:90(__init__)
        2    0.000    0.000    0.000    0.000 /home/daniel/.cache/pypoetry/virtualenvs/spinlock-JcmOkOp3-py3.13/lib/python3.13/site-packages/numpy/core/fromnumeric.py:71(_wrapreduction)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1598(__init__)
       26    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/daniel/.cache/pypoetry/virtualenvs/spinlock-JcmOkOp3-py3.13/lib/python3.13/site-packages/scipy/stats/_qmc.py:171(_ensure_in_unit_hypercube)
       20    0.000    0.000    0.000    0.000 /home/daniel/.cache/pypoetry/virtualenvs/spinlock-JcmOkOp3-py3.13/lib/python3.13/site-packages/pydantic/_internal/_decorators.py:358(get_attribute_from_bases)
       48    0.000    0.000    0.000    0.000 /usr/lib/python3.13/typing.py:1803(<genexpr>)
       31    0.000    0.000    0.000    0.000 /home/daniel/.cache/pypoetry/virtualenvs/spinlock-JcmOkOp3-py3.13/lib/python3.13/site-packages/typing_extensions.py:1405(is_typeddict)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1675(_fill_cache)
        8    0.000    0.000    0.000    0.000 /home/daniel/.cache/pypoetry/virtualenvs/spinlock-JcmOkOp3-py3.13/lib/python3.13/site-packages/h5py/_hl/attrs.py:46(__init__)
        1    0.000    0.000    0.002    0.002 /home/daniel/projects/spinlock/src/spinlock/dataset/storage.py:133(__enter__)
       21    0.000    0.000    0.000    0.000 /home/daniel/.cache/pypoetry/virtualenvs/spinlock-JcmOkOp3-py3.13/lib/python3.13/site-packages/_virtualenv.py:52(find_spec)
        1    0.000    0.000    0.000    0.000 /home/daniel/projects/spinlock/src/spinlock/features/sdf/cross_channel.py:27(CrossChannelFeatureExtractor)
       34    0.000    0.000    0.000    0.000 {built-in method math.isfinite}
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
        1    0.000    0.000    0.000    0.000 /home/daniel/projects/spinlock/src/spinlock/rollout/initializers.py:17(InitialConditionSampler)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/threading.py:620(set)
        3    0.000    0.000    0.000    0.000 <frozen zipimport>:68(__init__)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.13/typing.py:1813(__hash__)
        1    0.000    0.000    0.000    0.000 /home/daniel/projects/spinlock/src/spinlock/dataset/storage.py:71(__init__)
